,Country Name,Indicator Name,Year,Death Rate
9750,Nigeria,"Death rate, crude (per 1,000 people)",1996-01-01,18.757
9751,Nicaragua,"Death rate, crude (per 1,000 people)",1996-01-01,5.866
9752,Netherlands,"Death rate, crude (per 1,000 people)",1996-01-01,8.9
9753,Norway,"Death rate, crude (per 1,000 people)",1996-01-01,10.0
9754,Nepal,"Death rate, crude (per 1,000 people)",1996-01-01,9.713
9755,Nauru,"Death rate, crude (per 1,000 people)",1996-01-01,7.317
9756,New Zealand,"Death rate, crude (per 1,000 people)",1996-01-01,7.57
9757,OECD members,"Death rate, crude (per 1,000 people)",1996-01-01,8.337508974
9758,Oman,"Death rate, crude (per 1,000 people)",1996-01-01,3.494
9759,Other small states,"Death rate, crude (per 1,000 people)",1996-01-01,9.345942523
9760,Pakistan,"Death rate, crude (per 1,000 people)",1996-01-01,9.852
9761,Panama,"Death rate, crude (per 1,000 people)",1996-01-01,5.001
9762,Peru,"Death rate, crude (per 1,000 people)",1996-01-01,6.217
9763,Philippines,"Death rate, crude (per 1,000 people)",1996-01-01,5.779
9764,Palau,"Death rate, crude (per 1,000 people)",1996-01-01,8.2
9765,Papua New Guinea,"Death rate, crude (per 1,000 people)",1996-01-01,7.621
9766,Poland,"Death rate, crude (per 1,000 people)",1996-01-01,10.0
9767,Pre-demographic dividend,"Death rate, crude (per 1,000 people)",1996-01-01,15.89462472
9768,Puerto Rico,"Death rate, crude (per 1,000 people)",1996-01-01,8.0
9769,"Korea, Dem. People's Rep.","Death rate, crude (per 1,000 people)",1996-01-01,9.988
9770,Portugal,"Death rate, crude (per 1,000 people)",1996-01-01,10.6
9771,Paraguay,"Death rate, crude (per 1,000 people)",1996-01-01,5.776
9772,West Bank and Gaza,"Death rate, crude (per 1,000 people)",1996-01-01,5.16
9773,Pacific island small states,"Death rate, crude (per 1,000 people)",1996-01-01,6.095686773
9774,Post-demographic dividend,"Death rate, crude (per 1,000 people)",1996-01-01,9.250584667
9775,French Polynesia,"Death rate, crude (per 1,000 people)",1996-01-01,2.662
9776,Qatar,"Death rate, crude (per 1,000 people)",1996-01-01,2.208
9777,Romania,"Death rate, crude (per 1,000 people)",1996-01-01,12.7
9778,Russian Federation,"Death rate, crude (per 1,000 people)",1996-01-01,14.2
9779,Rwanda,"Death rate, crude (per 1,000 people)",1996-01-01,19.68
9780,South Asia,"Death rate, crude (per 1,000 people)",1996-01-01,9.488202076
9781,Saudi Arabia,"Death rate, crude (per 1,000 people)",1996-01-01,3.882
9782,Sudan,"Death rate, crude (per 1,000 people)",1996-01-01,12.94
9783,Senegal,"Death rate, crude (per 1,000 people)",1996-01-01,11.395
9784,Singapore,"Death rate, crude (per 1,000 people)",1996-01-01,4.7
9785,Solomon Islands,"Death rate, crude (per 1,000 people)",1996-01-01,6.089
9786,Sierra Leone,"Death rate, crude (per 1,000 people)",1996-01-01,21.18
9787,El Salvador,"Death rate, crude (per 1,000 people)",1996-01-01,6.314
9788,San Marino,"Death rate, crude (per 1,000 people)",1996-01-01,
9789,Somalia,"Death rate, crude (per 1,000 people)",1996-01-01,15.885
9790,Serbia,"Death rate, crude (per 1,000 people)",1996-01-01,12.9
9791,Sub-Saharan Africa (excluding high income),"Death rate, crude (per 1,000 people)",1996-01-01,15.56227566
9792,South Sudan,"Death rate, crude (per 1,000 people)",1996-01-01,32.204
9793,Sub-Saharan Africa,"Death rate, crude (per 1,000 people)",1996-01-01,15.56124501
9794,Small states,"Death rate, crude (per 1,000 people)",1996-01-01,8.572938395
9795,Sao Tome and Principe,"Death rate, crude (per 1,000 people)",1996-01-01,9.887
9796,Suriname,"Death rate, crude (per 1,000 people)",1996-01-01,6.942
9797,Slovak Republic,"Death rate, crude (per 1,000 people)",1996-01-01,9.5
9798,Slovenia,"Death rate, crude (per 1,000 people)",1996-01-01,9.4
9799,Sweden,"Death rate, crude (per 1,000 people)",1996-01-01,10.6
9800,Eswatini,"Death rate, crude (per 1,000 people)",1996-01-01,10.703
9801,Sint Maarten (Dutch part),"Death rate, crude (per 1,000 people)",1996-01-01,3.911
9802,Seychelles,"Death rate, crude (per 1,000 people)",1996-01-01,7.4
9803,Syrian Arab Republic,"Death rate, crude (per 1,000 people)",1996-01-01,4.521
9804,Turks and Caicos Islands,"Death rate, crude (per 1,000 people)",1996-01-01,5.035
9805,Chad,"Death rate, crude (per 1,000 people)",1996-01-01,18.909
9806,East Asia & Pacific (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1996-01-01,6.712387025
9807,Europe & Central Asia (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1996-01-01,11.48780316
9808,Togo,"Death rate, crude (per 1,000 people)",1996-01-01,12.428
9809,Thailand,"Death rate, crude (per 1,000 people)",1996-01-01,5.818
9810,Tajikistan,"Death rate, crude (per 1,000 people)",1996-01-01,9.858
9811,Turkmenistan,"Death rate, crude (per 1,000 people)",1996-01-01,7.735
9812,Latin America & the Caribbean (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1996-01-01,6.253524043
9813,Timor-Leste,"Death rate, crude (per 1,000 people)",1996-01-01,15.81
9814,Middle East & North Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1996-01-01,6.123730877
9815,Tonga,"Death rate, crude (per 1,000 people)",1996-01-01,6.837
9816,South Asia (IDA & IBRD),"Death rate, crude (per 1,000 people)",1996-01-01,9.488202076
9817,Sub-Saharan Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1996-01-01,15.56124501
9818,Trinidad and Tobago,"Death rate, crude (per 1,000 people)",1996-01-01,6.659
9819,Tunisia,"Death rate, crude (per 1,000 people)",1996-01-01,4.887
9820,Turkiye,"Death rate, crude (per 1,000 people)",1996-01-01,6.081
9821,Tuvalu,"Death rate, crude (per 1,000 people)",1996-01-01,9.922
9822,Tanzania,"Death rate, crude (per 1,000 people)",1996-01-01,14.346
9823,Uganda,"Death rate, crude (per 1,000 people)",1996-01-01,17.08
9824,Ukraine,"Death rate, crude (per 1,000 people)",1996-01-01,15.2
9825,Upper middle income,"Death rate, crude (per 1,000 people)",1996-01-01,6.827823958
9826,Uruguay,"Death rate, crude (per 1,000 people)",1996-01-01,9.321
9827,United States,"Death rate, crude (per 1,000 people)",1996-01-01,8.8
9828,Uzbekistan,"Death rate, crude (per 1,000 people)",1996-01-01,6.2
9829,St. Vincent and the Grenadines,"Death rate, crude (per 1,000 people)",1996-01-01,6.854
9830,"Venezuela, RB","Death rate, crude (per 1,000 people)",1996-01-01,4.835
9831,British Virgin Islands,"Death rate, crude (per 1,000 people)",1996-01-01,4.666
9832,Virgin Islands (U.S.),"Death rate, crude (per 1,000 people)",1996-01-01,5.2
9833,Viet Nam,"Death rate, crude (per 1,000 people)",1996-01-01,5.893
9834,Vanuatu,"Death rate, crude (per 1,000 people)",1996-01-01,5.725
9835,World,"Death rate, crude (per 1,000 people)",1996-01-01,8.886983804
9836,Samoa,"Death rate, crude (per 1,000 people)",1996-01-01,5.429
9837,Kosovo,"Death rate, crude (per 1,000 people)",1996-01-01,4.878
9838,"Yemen, Rep.","Death rate, crude (per 1,000 people)",1996-01-01,9.343
9839,South Africa,"Death rate, crude (per 1,000 people)",1996-01-01,8.691
9840,Zambia,"Death rate, crude (per 1,000 people)",1996-01-01,17.483
9841,Zimbabwe,"Death rate, crude (per 1,000 people)",1996-01-01,13.755
9842,Aruba,"Death rate, crude (per 1,000 people)",1997-01-01,6.359
9843,Africa Eastern and Southern,"Death rate, crude (per 1,000 people)",1997-01-01,14.63421548
9844,Afghanistan,"Death rate, crude (per 1,000 people)",1997-01-01,13.334
9845,Africa Western and Central,"Death rate, crude (per 1,000 people)",1997-01-01,16.46831262
9846,Angola,"Death rate, crude (per 1,000 people)",1997-01-01,18.367
9847,Albania,"Death rate, crude (per 1,000 people)",1997-01-01,5.923
9848,Andorra,"Death rate, crude (per 1,000 people)",1997-01-01,
9849,Arab World,"Death rate, crude (per 1,000 people)",1997-01-01,6.847530028
9850,United Arab Emirates,"Death rate, crude (per 1,000 people)",1997-01-01,2.52
9851,Argentina,"Death rate, crude (per 1,000 people)",1997-01-01,7.778
9852,Armenia,"Death rate, crude (per 1,000 people)",1997-01-01,7.994
9853,American Samoa,"Death rate, crude (per 1,000 people)",1997-01-01,
9854,Antigua and Barbuda,"Death rate, crude (per 1,000 people)",1997-01-01,7.104
9855,Australia,"Death rate, crude (per 1,000 people)",1997-01-01,7.0
9856,Austria,"Death rate, crude (per 1,000 people)",1997-01-01,10.0
9857,Azerbaijan,"Death rate, crude (per 1,000 people)",1997-01-01,6.0
9858,Burundi,"Death rate, crude (per 1,000 people)",1997-01-01,17.626
9859,Belgium,"Death rate, crude (per 1,000 people)",1997-01-01,10.2
9860,Benin,"Death rate, crude (per 1,000 people)",1997-01-01,12.596
9861,Burkina Faso,"Death rate, crude (per 1,000 people)",1997-01-01,16.498
9862,Bangladesh,"Death rate, crude (per 1,000 people)",1997-01-01,8.563
9863,Bulgaria,"Death rate, crude (per 1,000 people)",1997-01-01,14.7
9864,Bahrain,"Death rate, crude (per 1,000 people)",1997-01-01,2.75
9865,"Bahamas, The","Death rate, crude (per 1,000 people)",1997-01-01,5.908
9866,Bosnia and Herzegovina,"Death rate, crude (per 1,000 people)",1997-01-01,8.314
9867,Belarus,"Death rate, crude (per 1,000 people)",1997-01-01,13.5
9868,Belize,"Death rate, crude (per 1,000 people)",1997-01-01,5.631
9869,Bermuda,"Death rate, crude (per 1,000 people)",1997-01-01,
9870,Bolivia,"Death rate, crude (per 1,000 people)",1997-01-01,10.329
9871,Brazil,"Death rate, crude (per 1,000 people)",1997-01-01,6.488
9872,Barbados,"Death rate, crude (per 1,000 people)",1997-01-01,9.781
9873,Brunei Darussalam,"Death rate, crude (per 1,000 people)",1997-01-01,3.415
9874,Bhutan,"Death rate, crude (per 1,000 people)",1997-01-01,8.858
9875,Botswana,"Death rate, crude (per 1,000 people)",1997-01-01,11.508
9876,Central African Republic,"Death rate, crude (per 1,000 people)",1997-01-01,16.99
9877,Canada,"Death rate, crude (per 1,000 people)",1997-01-01,7.2
9878,Central Europe and the Baltics,"Death rate, crude (per 1,000 people)",1997-01-01,11.40901423
9879,Switzerland,"Death rate, crude (per 1,000 people)",1997-01-01,8.9
9880,Channel Islands,"Death rate, crude (per 1,000 people)",1997-01-01,9.501981902
9881,Chile,"Death rate, crude (per 1,000 people)",1997-01-01,5.138
9882,China,"Death rate, crude (per 1,000 people)",1997-01-01,6.51
9883,Cote d'Ivoire,"Death rate, crude (per 1,000 people)",1997-01-01,14.255
9884,Cameroon,"Death rate, crude (per 1,000 people)",1997-01-01,13.713
9885,"Congo, Dem. Rep.","Death rate, crude (per 1,000 people)",1997-01-01,15.676
9886,"Congo, Rep.","Death rate, crude (per 1,000 people)",1997-01-01,16.201
9887,Colombia,"Death rate, crude (per 1,000 people)",1997-01-01,5.476
9888,Comoros,"Death rate, crude (per 1,000 people)",1997-01-01,10.819
9889,Cabo Verde,"Death rate, crude (per 1,000 people)",1997-01-01,6.97
9890,Costa Rica,"Death rate, crude (per 1,000 people)",1997-01-01,3.985
9891,Caribbean small states,"Death rate, crude (per 1,000 people)",1997-01-01,7.404328855
9892,Cuba,"Death rate, crude (per 1,000 people)",1997-01-01,7.281
9893,Curacao,"Death rate, crude (per 1,000 people)",1997-01-01,7.617
9894,Cayman Islands,"Death rate, crude (per 1,000 people)",1997-01-01,3.4
9895,Cyprus,"Death rate, crude (per 1,000 people)",1997-01-01,7.624
9896,Czechia,"Death rate, crude (per 1,000 people)",1997-01-01,10.9
9897,Germany,"Death rate, crude (per 1,000 people)",1997-01-01,10.5
9898,Djibouti,"Death rate, crude (per 1,000 people)",1997-01-01,11.208
9899,Dominica,"Death rate, crude (per 1,000 people)",1997-01-01,9.255
9900,Denmark,"Death rate, crude (per 1,000 people)",1997-01-01,11.3
9901,Dominican Republic,"Death rate, crude (per 1,000 people)",1997-01-01,5.878
9902,Algeria,"Death rate, crude (per 1,000 people)",1997-01-01,5.201
9903,East Asia & Pacific (excluding high income),"Death rate, crude (per 1,000 people)",1997-01-01,6.692523197
9904,Early-demographic dividend,"Death rate, crude (per 1,000 people)",1997-01-01,8.431154377
9905,East Asia & Pacific,"Death rate, crude (per 1,000 people)",1997-01-01,6.678793734
9906,Europe & Central Asia (excluding high income),"Death rate, crude (per 1,000 people)",1997-01-01,9.426757023
9907,Europe & Central Asia,"Death rate, crude (per 1,000 people)",1997-01-01,10.62508296
9908,Ecuador,"Death rate, crude (per 1,000 people)",1997-01-01,5.222
9909,"Egypt, Arab Rep.","Death rate, crude (per 1,000 people)",1997-01-01,6.653
9910,Euro area,"Death rate, crude (per 1,000 people)",1997-01-01,9.739754715
9911,Eritrea,"Death rate, crude (per 1,000 people)",1997-01-01,11.263
9912,Spain,"Death rate, crude (per 1,000 people)",1997-01-01,8.7
9913,Estonia,"Death rate, crude (per 1,000 people)",1997-01-01,13.3
9914,Ethiopia,"Death rate, crude (per 1,000 people)",1997-01-01,15.808
9915,European Union,"Death rate, crude (per 1,000 people)",1997-01-01,10.13751739
9916,Fragile and conflict affected situations,"Death rate, crude (per 1,000 people)",1997-01-01,14.16416613
9917,Finland,"Death rate, crude (per 1,000 people)",1997-01-01,9.6
9918,Fiji,"Death rate, crude (per 1,000 people)",1997-01-01,6.016
9919,France,"Death rate, crude (per 1,000 people)",1997-01-01,9.1
9920,Faroe Islands,"Death rate, crude (per 1,000 people)",1997-01-01,8.6
9921,"Micronesia, Fed. Sts.","Death rate, crude (per 1,000 people)",1997-01-01,5.41
9922,Gabon,"Death rate, crude (per 1,000 people)",1997-01-01,10.421
9923,United Kingdom,"Death rate, crude (per 1,000 people)",1997-01-01,10.8
9924,Georgia,"Death rate, crude (per 1,000 people)",1997-01-01,10.814
9925,Ghana,"Death rate, crude (per 1,000 people)",1997-01-01,10.322
9926,Gibraltar,"Death rate, crude (per 1,000 people)",1997-01-01,6.659
9927,Guinea,"Death rate, crude (per 1,000 people)",1997-01-01,15.935
9928,"Gambia, The","Death rate, crude (per 1,000 people)",1997-01-01,12.607
9929,Guinea-Bissau,"Death rate, crude (per 1,000 people)",1997-01-01,17.991
9930,Equatorial Guinea,"Death rate, crude (per 1,000 people)",1997-01-01,14.731
9931,Greece,"Death rate, crude (per 1,000 people)",1997-01-01,9.4
9932,Grenada,"Death rate, crude (per 1,000 people)",1997-01-01,6.827
9933,Greenland,"Death rate, crude (per 1,000 people)",1997-01-01,8.8
9934,Guatemala,"Death rate, crude (per 1,000 people)",1997-01-01,7.006
9935,Guam,"Death rate, crude (per 1,000 people)",1997-01-01,4.788
9936,Guyana,"Death rate, crude (per 1,000 people)",1997-01-01,7.896
9937,High income,"Death rate, crude (per 1,000 people)",1997-01-01,9.297561143
9938,"Hong Kong SAR, China","Death rate, crude (per 1,000 people)",1997-01-01,4.9
9939,Honduras,"Death rate, crude (per 1,000 people)",1997-01-01,5.56
9940,Heavily indebted poor countries (HIPC),"Death rate, crude (per 1,000 people)",1997-01-01,14.83268388
9941,Croatia,"Death rate, crude (per 1,000 people)",1997-01-01,11.5
9942,Haiti,"Death rate, crude (per 1,000 people)",1997-01-01,11.396
9943,Hungary,"Death rate, crude (per 1,000 people)",1997-01-01,13.5
9944,IBRD only,"Death rate, crude (per 1,000 people)",1997-01-01,7.752582606
9945,IDA & IBRD total,"Death rate, crude (per 1,000 people)",1997-01-01,8.795113712
9946,IDA total,"Death rate, crude (per 1,000 people)",1997-01-01,12.64817437
9947,IDA blend,"Death rate, crude (per 1,000 people)",1997-01-01,12.75314045
9948,Indonesia,"Death rate, crude (per 1,000 people)",1997-01-01,7.458
9949,IDA only,"Death rate, crude (per 1,000 people)",1997-01-01,12.59602508
9950,Isle of Man,"Death rate, crude (per 1,000 people)",1997-01-01,13.781
9951,India,"Death rate, crude (per 1,000 people)",1997-01-01,9.229
9952,Not classified,"Death rate, crude (per 1,000 people)",1997-01-01,
9953,Ireland,"Death rate, crude (per 1,000 people)",1997-01-01,8.6
9954,"Iran, Islamic Rep.","Death rate, crude (per 1,000 people)",1997-01-01,5.357
9955,Iraq,"Death rate, crude (per 1,000 people)",1997-01-01,6.718
9956,Iceland,"Death rate, crude (per 1,000 people)",1997-01-01,6.8
9957,Israel,"Death rate, crude (per 1,000 people)",1997-01-01,6.2
9958,Italy,"Death rate, crude (per 1,000 people)",1997-01-01,9.8
9959,Jamaica,"Death rate, crude (per 1,000 people)",1997-01-01,7.034
9960,Jordan,"Death rate, crude (per 1,000 people)",1997-01-01,3.875
9961,Japan,"Death rate, crude (per 1,000 people)",1997-01-01,7.3
9962,Kazakhstan,"Death rate, crude (per 1,000 people)",1997-01-01,10.44
9963,Kenya,"Death rate, crude (per 1,000 people)",1997-01-01,10.65
9964,Kyrgyz Republic,"Death rate, crude (per 1,000 people)",1997-01-01,7.3
9965,Cambodia,"Death rate, crude (per 1,000 people)",1997-01-01,10.467
9966,Kiribati,"Death rate, crude (per 1,000 people)",1997-01-01,7.613
9967,St. Kitts and Nevis,"Death rate, crude (per 1,000 people)",1997-01-01,10.195
9968,"Korea, Rep.","Death rate, crude (per 1,000 people)",1997-01-01,5.3
9969,Kuwait,"Death rate, crude (per 1,000 people)",1997-01-01,1.974
9970,Latin America & Caribbean (excluding high income),"Death rate, crude (per 1,000 people)",1997-01-01,6.301818061
9971,Lao PDR,"Death rate, crude (per 1,000 people)",1997-01-01,10.802
9972,Lebanon,"Death rate, crude (per 1,000 people)",1997-01-01,4.787
9973,Liberia,"Death rate, crude (per 1,000 people)",1997-01-01,17.565
9974,Libya,"Death rate, crude (per 1,000 people)",1997-01-01,4.3
9975,St. Lucia,"Death rate, crude (per 1,000 people)",1997-01-01,6.556
9976,Latin America & Caribbean,"Death rate, crude (per 1,000 people)",1997-01-01,6.219861137
9977,Least developed countries: UN classification,"Death rate, crude (per 1,000 people)",1997-01-01,13.3899628
9978,Low income,"Death rate, crude (per 1,000 people)",1997-01-01,14.94802318
9979,Liechtenstein,"Death rate, crude (per 1,000 people)",1997-01-01,7.4
9980,Sri Lanka,"Death rate, crude (per 1,000 people)",1997-01-01,6.651
9981,Lower middle income,"Death rate, crude (per 1,000 people)",1997-01-01,9.657176323
9982,Low & middle income,"Death rate, crude (per 1,000 people)",1997-01-01,8.631784162
9983,Lesotho,"Death rate, crude (per 1,000 people)",1997-01-01,12.829
9984,Late-demographic dividend,"Death rate, crude (per 1,000 people)",1997-01-01,7.203709711
9985,Lithuania,"Death rate, crude (per 1,000 people)",1997-01-01,11.5
9986,Luxembourg,"Death rate, crude (per 1,000 people)",1997-01-01,9.4
9987,Latvia,"Death rate, crude (per 1,000 people)",1997-01-01,13.8
9988,"Macao SAR, China","Death rate, crude (per 1,000 people)",1997-01-01,3.653
9989,St. Martin (French part),"Death rate, crude (per 1,000 people)",1997-01-01,3.184
9990,Morocco,"Death rate, crude (per 1,000 people)",1997-01-01,6.678
9991,Monaco,"Death rate, crude (per 1,000 people)",1997-01-01,
9992,Moldova,"Death rate, crude (per 1,000 people)",1997-01-01,13.511
9993,Madagascar,"Death rate, crude (per 1,000 people)",1997-01-01,11.569
